cut,W,Z,top,ttV,single top,total background,signal,significance
0,3561.437431335449,3478.299582719803,11357.670277833939,1355.6101832389832,3156.4158695936203,22909.433795571327,872.453647851944,0.15138791853638345
1,3561.437431335449,3478.299582719803,11357.670277833939,1355.6101832389832,3156.4158695936203,22909.433795571327,872.453647851944,0.15138791853638345
2,557.1830368041992,649.9760963916779,1086.8909809589386,537.0565943717957,1152.0418461561203,3983.148639321327,429.2119791507721,0.5925987752834286
3,43.40923309326172,26.775534868240356,127.41643261909485,37.30149793624878,94.7400883436203,329.6427799463272,31.635257959365845,0.48514170295470227
4,0.0,1.9630615711212158,7.01574444770813,2.7529711723327637,15.814078211784363,27.54585611820221,2.113264322280884,0.20115947241811893
5,0.0,0.0,1.169095754623413,0.0,0.8025530576705933,1.9716488122940063,0.0,-0.2548367715559178
