cut,W,Z,top,ttV,single top,total background,signal,significance
0,1.6506799459457397,1.8158115148544312,2.3357903957366943,4.377436995506287,14.426624655723572,24.606343626976013,1.403972253203392,0.11215519049574073
1,1.6506799459457397,1.8158115148544312,2.3357903957366943,4.377436995506287,14.426624655723572,24.606343626976013,1.403972253203392,0.11215519049574073
2,1.6506799459457397,1.8158115148544312,2.3357903957366943,4.377436995506287,14.426624655723572,24.606343626976013,1.403972253203392,0.11215519049574073
3,0.0,0.0,0.0,1.9250439405441284,1.6031192541122437,3.5281633138656616,0.14410291612148285,-0.1225527124337512
4,0.0,0.0,0.0,0.9650815725326538,0.0,0.9650815725326538,0.0,-0.3542120749007192
