cut,W,Z,top,ttV,single top,total background,signal,significance
0,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436697483063,14.426627039909363,24.606345891952515,0.7779348362237215,0.012227015732936714
100,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436697483063,14.426627039909363,24.606345891952515,0.7779348362237215,0.012227015732936714
200,1.148754596710205,1.171453595161438,1.168150782585144,-0.29797232151031494,3.206546187400818,6.39693284034729,0.16984595730900764,-0.09512949126761563
