cut,W,Z,top,ttV,single top,total background,signal,significance
0,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.37743691727519,14.426626205444336,24.60634509846568,81.32804039120674,8.591153017813754
100,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.37743691727519,14.426626205444336,24.60634509846568,81.32804039120674,8.591153017813754
200,1.6506800055503845,1.8158115148544312,2.3357903957366943,3.165245831012726,12.02272355556488,20.99025136232376,41.69261100888252,5.525798326658403
300,0.0,1.171453595161438,2.3357903957366943,1.9305419921875,6.413029313087463,11.85081535577774,24.950515419244766,4.780664642127187
400,0.0,0.0,2.3357903957366943,0.9650815725326538,4.8093138337135315,8.11018580198288,13.162784844636917,3.3036205063593242
500,0.0,0.0,1.168150782585144,0.9650815725326538,1.602534532546997,3.735766887664795,8.609102204442024,3.1653459280417
