cut,W,Z,top,ttV,single top,total background,signal,significance
0,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.37743691727519,14.426626205444336,24.60634509846568,1.0596099197864532,0.05732685731466031
100,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.37743691727519,14.426626205444336,24.60634509846568,1.0596099197864532,0.05732685731466031
200,1.6506800055503845,1.8158115148544312,2.3357903957366943,3.165245831012726,12.02272355556488,20.99025136232376,1.0596099197864532,0.07339737409860937
300,0.0,1.171453595161438,2.3357903957366943,1.9305419921875,6.413029313087463,11.85081535577774,0.7799785137176514,0.06915537668772131
400,0.0,0.0,2.3357903957366943,0.9650815725326538,4.8093138337135315,8.11018580198288,0.49680520594120026,0.014228623280023275
500,0.0,0.0,1.168150782585144,0.9650815725326538,1.602534532546997,3.735766887664795,0.35664039850234985,-0.013594217212756096
