cut,W,Z,top,ttV,single top,total background,signal,significance
0,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626682281494,24.606345683336258,1.1798911821097136,0.07651598240036948
100,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626682281494,24.606345683336258,1.1798911821097136,0.07651598240036948
200,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626682281494,24.606345683336258,1.1798911821097136,0.07651598240036948
300,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626682281494,24.606345683336258,1.1798911821097136,0.07651598240036948
400,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626682281494,24.606345683336258,1.1798911821097136,0.07651598240036948
500,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626682281494,24.606345683336258,1.1798911821097136,0.07651598240036948
600,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626682281494,24.606345683336258,1.1798911821097136,0.07651598240036948
700,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626682281494,24.606345683336258,1.1798911821097136,0.07651598240036948
800,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626682281494,24.606345683336258,1.1798911821097136,0.07651598240036948
900,0.5019254088401794,1.8158115148544312,2.3357903957366943,4.578305929899216,8.817758083343506,18.049591571092606,1.0060246717184782,0.07914564804999907
1000,0.0,0.0,1.168150782585144,2.747853070497513,6.411714315414429,10.327718287706375,0.7960116248577833,0.08588224250724565
1100,0.0,0.0,0.0,1.536916345357895,4.809861779212952,6.346778124570847,0.6269004140049219,0.07413689567401661
1200,0.0,0.0,0.0,1.0474315881729126,4.0082467794418335,5.055678367614746,0.49106840789318085,0.035986597468553046
1300,0.0,0.0,0.0,1.0474315881729126,2.40544193983078,3.4528735280036926,0.355779442936182,-0.01220808659538433
1400,0.0,0.0,0.0,0.0,1.6036166548728943,1.6036166548728943,0.22049047611653805,-0.09839739281530178
1500,0.0,0.0,0.0,0.0,1.6036166548728943,1.6036166548728943,0.1359348725527525,-0.16676652064448078
