cut,W,Z,top,ttV,single top,total background,signal,significance
0,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
100,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
200,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
300,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
400,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
500,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
600,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
700,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
800,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
900,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
1000,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
1100,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
1200,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
1300,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
1400,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
1500,1.6506800055503845,1.8158115148544312,2.3357903957366943,4.377436846494675,14.426626324653625,24.606344789266586,1.4039725698530674,0.11215523441152565
1600,1.6506800055503845,1.8158115148544312,2.3357903957366943,6.148156851530075,14.426626324653625,26.377064794301987,1.2517152316868305,0.07985431475987997
1700,1.6506800055503845,1.171453595161438,2.3357903957366943,5.658672094345093,14.426626324653625,25.24322211742401,1.0994579009711742,0.061092126428598806
1800,1.148754596710205,1.171453595161438,2.3357903957366943,5.658672094345093,13.625414669513702,23.94008505344391,0.9302830807864666,0.03896923042751108
1900,1.148754596710205,1.171453595161438,2.3357903957366943,4.80842649936676,13.625414669513702,23.089839458465576,0.7949432246387005,0.019434469628980162
2000,0.0,0.0,2.3357903957366943,3.4154120683670044,12.823799669742584,18.575002193450928,0.6227207519114017,0.0022697614284772462
2100,0.0,0.0,1.168150782585144,2.980583965778351,10.420729100704193,14.569463849067688,0.48738090321421623,-0.014300386586633197
2200,0.0,0.0,1.168150782585144,2.0125131607055664,9.617725729942322,12.798389673233032,0.40252790227532387,-0.02976713815928086
2300,0.0,0.0,1.168150782585144,1.0474315881729126,8.014580845832825,10.230163216590881,0.36869293823838234,-0.03265634189275704
2400,0.0,0.0,1.168150782585144,0.0,7.213053941726685,8.381204724311829,0.31794049218297005,-0.043899846184913764
2500,0.0,0.0,1.168150782585144,0.0,7.213053941726685,8.381204724311829,0.26553340442478657,-0.060558944410108194
2600,0.0,0.0,1.168150782585144,0.0,7.213053941726685,8.381204724311829,0.2486159224063158,-0.06594536374034865
2700,0.0,0.0,1.168150782585144,0.0,6.411496460437775,7.579647243022919,0.1978634763509035,-0.0829408062586866
2800,0.0,0.0,1.168150782585144,0.0,6.411496460437775,7.579647243022919,0.11251581087708473,-0.11190234514127524
2900,0.0,0.0,1.168150782585144,0.0,4.809319078922272,5.977469861507416,0.0786808468401432,-0.1319137079043995
3000,0.0,0.0,0.0,0.0,3.20593124628067,3.20593124628067,0.0786808468401432,-0.16259559939101603
3100,0.0,0.0,0.0,0.0,3.20593124628067,3.20593124628067,0.057097116485238075,-0.17465634304757402
3200,0.0,0.0,0.0,0.0,3.20593124628067,3.20593124628067,0.03608282282948494,-0.1864295760989642
3300,0.0,0.0,0.0,0.0,3.20593124628067,3.20593124628067,0.03608282282948494,-0.1864295760989642
3400,0.0,0.0,0.0,0.0,2.405524253845215,2.405524253845215,0.03608282282948494,-0.20953365387422185
3500,0.0,0.0,0.0,0.0,1.604532539844513,1.604532539844513,0.03608282282948494,-0.24930036249943974
3600,0.0,0.0,0.0,0.0,0.8024049997329712,0.8024049997329712,0.03608282282948494,-0.3398264392003384
3700,0.0,0.0,0.0,0.0,0.8024049997329712,0.8024049997329712,0.0,-0.3864569315929875
3800,0.0,0.0,0.0,0.0,0.8024049997329712,0.8024049997329712,0.0,-0.3864569315929875
