cut,W,Z,top,ttV,single top,total background,signal,significance
0,1.6506799459457397,1.8158115148544312,2.3357903957366943,4.377436995506287,14.426624655723572,24.606343626976013,0.09895015507936478,-0.0974422454841855
1,1.6506799459457397,1.8158115148544312,2.3357903957366943,4.377436995506287,14.426624655723572,24.606343626976013,0.09895015507936478,-0.0974422454841855
2,1.6506799459457397,1.8158115148544312,2.3357903957366943,4.377436995506287,14.426624655723572,24.606343626976013,0.09895015507936478,-0.0974422454841855
3,0.0,0.0,0.0,1.9250439405441284,1.6031192541122437,3.5281633138656616,0.0,-0.19877870188361416
4,0.0,0.0,0.0,0.9650815725326538,0.0,0.9650815725326538,0.0,-0.3542120749007192
