met,njets,nbjets,nnonbjets,top1mass,sumet,antikt8m0,antikt8m1,antikt12m0,antikt12m1,drbb
563.1998291015625,2,7,5,-89.47721862792969,1027.2249755859375,138.32215881347656,99.3803482055664,138.32215881347656,99.3803482055664,1.6332494020462036,0
604.0118408203125,2,7,5,-376.3514709472656,1132.7933349609375,75.43048095703125,92.88265228271484,182.21844482421875,92.88265228271484,1.445033311843872,0
409.265869140625,2,5,3,163.0098419189453,1079.5909423828125,156.62216186523438,72.13861846923828,156.62216186523438,72.13861846923828,0.5649322867393494,0
571.6690673828125,2,8,6,96.7254409790039,1029.83642578125,146.3231201171875,77.01258087158203,146.3231201171875,77.01258087158203,1.9135499000549316,0
628.8041381835938,2,6,4,94.9738998413086,2037.4144287109375,271.2015075683594,77.64580535888672,271.2015075683594,77.64580535888672,0.6071318984031677,0
757.418701171875,3,15,12,-163.20037841796875,2774.859375,335.54052734375,121.26057434082031,500.8138122558594,121.26057434082031,0.9608628749847412,0
820.230712890625,2,6,4,171.96176147460938,1947.822021484375,331.5608825683594,77.64594268798828,442.4819641113281,77.64594268798828,2.2897043228149414,0
438.86895751953125,2,8,6,-527.1332397460938,1675.44580078125,85.82584381103516,97.14164733886719,405.7242126464844,237.97950744628906,1.432830572128296,0
807.8435668945312,2,5,3,-271.77252197265625,1499.7769775390625,201.36895751953125,85.14097595214844,201.36895751953125,85.14097595214844,0.5136478543281555,0
476.0148620605469,2,7,5,-12.112011909484863,1566.9481201171875,123.22006225585938,186.88279724121094,533.6813354492188,186.88279724121094,1.3601030111312866,0
461.5061950683594,2,9,7,165.27903747558594,1775.1116943359375,415.8228759765625,62.9327392578125,415.8228759765625,62.9327392578125,0.9785543084144592,0
519.3911743164062,2,8,6,157.5855712890625,1553.9310302734375,95.4084243774414,93.23170471191406,382.5233154296875,72.3277816772461,0.4849551022052765,0
690.9846801757812,2,5,3,160.29837036132812,1303.6575927734375,176.3073272705078,126.68885040283203,176.3073272705078,126.68885040283203,2.2310948371887207,0
417.77484130859375,2,10,8,143.62611389160156,2510.163330078125,273.10650634765625,93.49864196777344,716.412353515625,93.49864196777344,0.6867579221725464,0
444.0003967285156,2,8,6,-353.3651123046875,1829.40576171875,272.6325378417969,75.06047821044922,272.6325378417969,75.06047821044922,3.471693515777588,0
552.0584106445312,2,10,8,104.5864028930664,1662.177490234375,160.5624542236328,148.63430786132812,199.82139587402344,160.5624542236328,0.7200698256492615,0
598.8460693359375,2,13,11,-491.18536376953125,2047.5736083984375,100.5747299194336,145.8964385986328,255.88865661621094,354.46856689453125,3.1734516620635986,0
542.0918579101562,2,6,4,162.32498168945312,1274.7347412109375,125.76982879638672,135.76380920410156,125.76982879638672,135.76380920410156,1.0350850820541382,0
594.608642578125,2,5,3,-117.01152801513672,1168.795166015625,175.330810546875,85.811767578125,175.330810546875,85.811767578125,0.6199696660041809,0
404.6192932128906,2,7,5,172.2307586669922,1561.208740234375,159.32310485839844,128.57469177246094,373.5516662597656,128.57469177246094,0.7781726121902466,0
405.82470703125,2,5,3,-759.20166015625,1662.8177490234375,293.0845947265625,74.34815216064453,293.0845947265625,74.34815216064453,1.91917085647583,0
449.3263854980469,2,6,4,160.72689819335938,1571.009033203125,132.85244750976562,128.73223876953125,132.85244750976562,128.73223876953125,0.5872690677642822,0
461.533935546875,2,6,4,170.7814178466797,1951.0068359375,229.80775451660156,117.7936782836914,229.80775451660156,437.69586181640625,1.0567060708999634,0
527.5392456054688,2,5,3,171.57693481445312,1256.1466064453125,135.6563720703125,106.99403381347656,135.6563720703125,106.99403381347656,0.6051876544952393,0
516.0069580078125,2,7,5,102.11589813232422,1192.0245361328125,144.54978942871094,114.76580047607422,144.54978942871094,114.76580047607422,0.4502928555011749,0
483.9974060058594,2,6,4,163.2658233642578,1477.9263916015625,242.71217346191406,62.306968688964844,242.71217346191406,62.306968688964844,0.6142802238464355,0
449.8331298828125,2,5,3,-81.8360366821289,1613.6890869140625,134.6147003173828,73.77177429199219,151.00904846191406,134.6147003173828,0.42754629254341125,0
876.4283447265625,2,5,3,-303.1242980957031,1139.6153564453125,64.43106079101562,77.298583984375,457.6698303222656,0.0,0.44185125827789307,0
523.8179321289062,2,4,2,-541.1268920898438,2489.961669921875,388.354736328125,167.1453094482422,388.354736328125,167.1453094482422,3.1752514839172363,0
408.883056640625,2,4,2,-551.8478393554688,1269.945556640625,172.6419219970703,72.9670639038086,172.6419219970703,72.9670639038086,0.9139504432678223,0
502.4095153808594,2,6,4,-303.3842468261719,1527.2933349609375,135.77586364746094,75.71170806884766,135.77586364746094,75.71170806884766,0.5586953163146973,0
637.7064208984375,2,5,3,-781.34765625,1467.8310546875,169.32460021972656,108.47571563720703,169.32460021972656,108.47571563720703,0.7175008058547974,0
626.2516479492188,2,6,4,168.3389434814453,2281.89697265625,366.2032470703125,223.30665588378906,366.2032470703125,223.30665588378906,2.470224618911743,0
538.5646362304688,2,5,3,136.6500244140625,1621.624267578125,200.17076110839844,192.215576171875,200.17076110839844,192.215576171875,0.4694778025150299,0
443.5028076171875,2,5,3,148.6295623779297,1927.3353271484375,151.29920959472656,89.83186340332031,455.48931884765625,214.9841766357422,3.037043809890747,0
428.5289611816406,2,7,5,130.68014526367188,1838.7861328125,167.53195190429688,308.6876220703125,377.9743347167969,308.6876220703125,0.6132974624633789,0
420.3241271972656,2,5,3,-1169.4979248046875,1589.0699462890625,190.00494384765625,69.18862915039062,190.00494384765625,69.18862915039062,0.5167213678359985,0
784.318115234375,2,9,7,-631.7597045898438,2005.978759765625,168.67884826660156,129.9964141845703,168.67884826660156,207.91831970214844,3.5754008293151855,0
687.6732177734375,2,8,6,171.23892211914062,1450.2945556640625,122.28672790527344,124.57856750488281,417.24920654296875,124.57856750488281,0.6881372928619385,0
681.26220703125,2,7,5,161.7404327392578,1592.1998291015625,132.60223388671875,90.61869049072266,620.477294921875,90.61869049072266,0.7542268633842468,0
932.0153198242188,2,11,9,-368.6981201171875,1710.973388671875,213.26046752929688,152.5026397705078,213.26046752929688,199.50830078125,1.2404178380966187,0
721.3558349609375,2,7,5,167.99185180664062,2362.395263671875,257.037109375,94.69319152832031,657.7958374023438,473.71551513671875,1.5860776901245117,0
520.3679809570312,3,6,3,-1267.7562255859375,2597.387939453125,153.98789978027344,92.5838623046875,153.98789978027344,92.5838623046875,3.1952404975891113,0
452.35205078125,2,10,8,-214.59046936035156,1536.8619384765625,134.40774536132812,90.62279510498047,319.1402282714844,149.70460510253906,0.520664393901825,0
405.63079833984375,2,6,4,-137.91993713378906,1477.3687744140625,141.76046752929688,71.49234008789062,368.92120361328125,305.1204528808594,0.6444840431213379,0
430.88134765625,2,7,5,-2743.287841796875,2862.395263671875,336.9993591308594,369.5052490234375,336.9993591308594,369.5052490234375,0.5184438824653625,0
490.4122314453125,2,7,5,-582.4091186523438,1033.594482421875,78.4850082397461,78.07648468017578,195.84947204589844,78.4850082397461,0.7466314435005188,0
437.3576965332031,2,6,4,-73.94107818603516,821.865966796875,115.20928955078125,100.47718811035156,288.0282287597656,0.0,0.6494216322898865,0
537.0182495117188,3,9,6,165.39808654785156,937.5136108398438,177.51708984375,131.011474609375,177.51708984375,131.011474609375,0.7185090184211731,0
437.35479736328125,2,6,4,97.11727905273438,1488.0301513671875,205.69554138183594,79.70272827148438,366.2875671386719,116.96692657470703,0.5018488168716431,0
432.25384521484375,2,8,6,-107.3053970336914,1631.034423828125,271.2672424316406,72.32595825195312,271.2672424316406,227.68963623046875,0.4997624456882477,0
551.3221435546875,2,7,5,165.88783264160156,1319.7484130859375,120.8316879272461,93.93762969970703,190.66815185546875,201.09799194335938,0.593395471572876,0
977.9214477539062,2,8,6,-764.423583984375,2134.1298828125,328.7533874511719,75.15338134765625,328.7533874511719,75.15338134765625,2.556699752807617,0
688.1395874023438,2,6,4,171.88526916503906,1340.002197265625,81.0361099243164,107.05049896240234,281.43853759765625,107.05049896240234,0.48228582739830017,0
743.631103515625,3,10,7,-447.12823486328125,1508.2564697265625,166.35853576660156,123.49415588378906,244.98814392089844,123.49415588378906,0.9138460159301758,0
430.3128662109375,2,5,3,-361.27862548828125,1485.93994140625,182.97494506835938,121.42333984375,182.97494506835938,245.0215606689453,0.6543563604354858,0
614.6672973632812,2,6,4,-99.59880065917969,1150.8748779296875,207.5615234375,82.4342041015625,207.5615234375,82.4342041015625,1.2801001071929932,0
546.0686645507812,3,7,4,-139.02369689941406,1370.6856689453125,144.14808654785156,129.324462890625,176.33140563964844,144.14808654785156,0.553320050239563,0
412.12176513671875,2,10,8,171.74681091308594,2152.5693359375,247.884521484375,165.95632934570312,459.6971435546875,384.3037414550781,0.7534022331237793,0
1129.5263671875,2,6,4,145.86618041992188,1335.2330322265625,205.7805938720703,88.58702087402344,426.60272216796875,88.58702087402344,0.7894474864006042,0
509.7554016113281,2,5,3,-244.12808227539062,1577.0567626953125,164.10279846191406,107.8371353149414,164.10279846191406,107.8371353149414,0.4930204451084137,0
444.2850646972656,2,5,3,-135.16754150390625,1865.41064453125,162.0075225830078,104.9162368774414,162.0075225830078,104.9162368774414,0.5111716985702515,0
447.6429138183594,2,8,6,159.36135864257812,1338.0556640625,93.64671325683594,124.51009368896484,160.8350830078125,124.51009368896484,0.577905535697937,0
436.9302978515625,3,8,5,166.86709594726562,2140.48486328125,313.206787109375,132.57992553710938,313.206787109375,132.57992553710938,0.5496565699577332,0
498.6213073730469,2,9,7,-417.7575988769531,3527.4912109375,249.94012451171875,91.15040588378906,249.94012451171875,91.15040588378906,2.4065356254577637,0
565.5895385742188,2,5,3,115.77198791503906,1299.4061279296875,99.94812774658203,80.1859130859375,304.9292297363281,80.1859130859375,0.5024716854095459,0
412.8027648925781,2,6,4,147.40838623046875,2264.277099609375,66.03258514404297,216.88519287109375,291.1283874511719,216.88519287109375,1.9308079481124878,0
459.6929931640625,2,7,5,-421.1640930175781,2044.3890380859375,200.15029907226562,186.97470092773438,346.63433837890625,186.97470092773438,3.681401252746582,0
661.0609130859375,2,5,3,125.8495101928711,1228.294677734375,210.59617614746094,122.94827270507812,210.59617614746094,122.94827270507812,0.7254641056060791,0
549.864501953125,2,9,7,-455.9090881347656,1466.3192138671875,72.40377044677734,100.41893768310547,175.43707275390625,158.78416442871094,0.7505801916122437,0
417.4200744628906,2,11,9,-587.7866821289062,1789.1689453125,195.71478271484375,146.0929412841797,372.7212829589844,146.0929412841797,1.3053418397903442,0
648.6259765625,2,7,5,130.05372619628906,2544.339111328125,169.39231872558594,174.45289611816406,725.782958984375,174.45289611816406,1.644683599472046,0
442.7528991699219,2,7,5,-58.30447769165039,1078.808349609375,192.76837158203125,107.05599975585938,192.76837158203125,107.05599975585938,0.6958280801773071,0
575.2337036132812,2,11,9,151.2133331298828,2330.800048828125,199.2961883544922,107.61710357666016,311.1280212402344,247.0857696533203,1.2751365900039673,0
510.71337890625,2,6,4,-154.10263061523438,1523.8277587890625,160.70101928710938,86.94487762451172,160.70101928710938,86.94487762451172,0.4209585189819336,0
460.1575622558594,2,6,4,-384.01849365234375,1880.1937255859375,291.6259765625,71.65300750732422,496.6716613769531,71.65300750732422,0.8303240537643433,0
486.8283996582031,2,6,4,172.92611694335938,1045.1981201171875,160.54173278808594,79.46965026855469,160.54173278808594,144.9198760986328,0.768222451210022,0
593.6875610351562,2,8,6,-223.25289916992188,1201.3009033203125,130.61859130859375,156.5861053466797,247.91334533691406,156.5861053466797,1.2083137035369873,0
526.5281372070312,2,8,6,-325.04473876953125,1296.8897705078125,64.60527038574219,120.33016204833984,218.84323120117188,120.33016204833984,0.743930995464325,0
744.2896118164062,2,6,4,141.08905029296875,1670.5968017578125,315.7821350097656,90.34735107421875,315.7821350097656,90.34735107421875,1.0468213558197021,0
486.9344482421875,2,9,7,172.72543334960938,1712.1717529296875,86.45220947265625,74.18018341064453,380.1639709472656,74.18018341064453,0.561574399471283,0
432.1289978027344,2,9,7,-581.6583862304688,1561.5269775390625,100.26927947998047,61.185157775878906,267.9353332519531,61.185157775878906,0.44779089093208313,0
512.7379760742188,2,6,4,-251.5704345703125,1238.692626953125,231.5582733154297,84.88426208496094,231.5582733154297,84.88426208496094,0.8010094165802002,0
402.7939147949219,2,8,6,85.34993743896484,1555.0882568359375,131.73741149902344,62.46888732910156,440.5623474121094,90.7686538696289,0.46220099925994873,0
719.2493286132812,2,8,6,-347.7146911621094,1329.609130859375,148.1705322265625,166.95953369140625,533.895263671875,34.00497817993164,0.8161660432815552,0
577.1658935546875,2,7,5,165.03953552246094,1718.151611328125,172.9226531982422,70.68798065185547,172.9226531982422,219.9166259765625,0.45922553539276123,0
716.4837036132812,2,9,7,173.20997619628906,1518.8489990234375,194.13648986816406,106.60244750976562,254.58636474609375,106.60244750976562,0.6386876702308655,0
1155.257080078125,3,6,3,-234.3430938720703,1537.054443359375,116.10234069824219,69.3197250366211,397.5628356933594,69.3197250366211,3.9516234397888184,0
408.90478515625,2,12,10,-289.1672668457031,1304.831298828125,150.95089721679688,65.18338775634766,150.95089721679688,130.8231658935547,3.0876624584198,0
435.69091796875,2,7,5,-297.51202392578125,1337.692138671875,163.29794311523438,68.68304443359375,223.61180114746094,68.68304443359375,0.4971821904182434,0
407.2784423828125,2,9,7,-155.92605590820312,1290.5067138671875,168.61837768554688,63.70492172241211,294.7560729980469,63.70492172241211,0.6064981818199158,0
471.79376220703125,2,6,4,-357.00384521484375,1157.2095947265625,161.97198486328125,66.18306732177734,241.9544677734375,66.18306732177734,0.7556991577148438,0
434.256103515625,2,6,4,173.12493896484375,990.2059936523438,145.37747192382812,68.77237701416016,145.37747192382812,68.77237701416016,0.635137677192688,0
626.2921142578125,2,6,4,97.60273742675781,1074.9139404296875,206.45181274414062,63.776771545410156,206.45181274414062,63.776771545410156,0.7833362817764282,0
611.09765625,2,7,5,-129.8551483154297,987.9481811523438,233.49354553222656,109.92843627929688,314.3857116699219,29.660226821899414,0.6999779939651489,0
403.8462219238281,2,4,2,162.39443969726562,1401.0601806640625,174.43173217773438,76.9205093383789,264.0560607910156,76.9205093383789,0.682259738445282,0
564.0723266601562,2,5,3,170.71551513671875,1094.2886962890625,173.1645965576172,70.08956146240234,173.1645965576172,70.08956146240234,2.458261728286743,0
1060.58154296875,3,13,10,-336.3681945800781,1786.29833984375,392.482421875,108.50796508789062,392.482421875,139.1773681640625,0.4683045744895935,0
411.8334655761719,2,6,4,-1001.9620971679688,1240.68212890625,70.81146240234375,65.42188262939453,369.3160705566406,65.42188262939453,0.46630117297172546,0
775.3215942382812,2,5,3,-254.5442352294922,1089.4451904296875,98.06654357910156,81.85322570800781,447.3868103027344,0.0,0.5247252583503723,0
421.253173828125,2,6,4,172.68515014648438,1249.6790771484375,199.44651794433594,100.47347259521484,199.44651794433594,100.47347259521484,0.548568844795227,0
400.911865234375,2,8,6,172.43243408203125,1130.3699951171875,132.1732635498047,116.05084228515625,132.1732635498047,116.05084228515625,0.6311473846435547,0
718.3907470703125,2,5,3,172.86001586914062,1124.9515380859375,213.65614318847656,98.15660095214844,489.7666320800781,0.0,0.7903934717178345,0
604.127685546875,2,5,3,44.303565979003906,776.0936279296875,62.100589752197266,77.0135726928711,200.98715209960938,62.100589752197266,1.4356746673583984,0
765.1712036132812,2,8,6,-358.5461730957031,1627.1612548828125,209.85557556152344,89.65220642089844,209.85557556152344,89.65220642089844,0.6451322436332703,0
609.184326171875,2,6,4,154.63885498046875,2623.33349609375,378.728515625,68.51627349853516,378.728515625,68.51627349853516,2.899226427078247,0
443.3626708984375,3,5,2,-572.387451171875,1638.9359130859375,135.88314819335938,134.23953247070312,135.88314819335938,134.23953247070312,2.907367467880249,0
640.7725830078125,3,8,5,172.73056030273438,1609.65380859375,402.5531311035156,103.87924194335938,402.5531311035156,103.87924194335938,1.0502104759216309,0
867.1118774414062,2,6,4,105.25794982910156,1526.325927734375,258.8925476074219,114.72742462158203,258.8925476074219,114.72742462158203,1.0039528608322144,0
450.14935302734375,2,7,5,-81.10177612304688,1841.20849609375,91.94035339355469,140.2613525390625,281.5274658203125,331.7696838378906,3.443709135055542,0
489.7501525878906,2,7,5,-45.13798141479492,2281.84326171875,343.42413330078125,146.6613006591797,578.9493408203125,146.6613006591797,2.130481004714966,0
401.00103759765625,2,5,3,-217.1470184326172,1475.5048828125,196.73745727539062,170.85580444335938,196.73745727539062,170.85580444335938,0.7399567365646362,0
612.3673095703125,2,9,7,-253.8146209716797,2310.375244140625,238.648681640625,291.4947509765625,238.648681640625,468.1279296875,1.4794806241989136,0
426.98675537109375,2,7,5,-221.75955200195312,1454.6905517578125,210.26661682128906,107.15807342529297,303.2243957519531,107.15807342529297,0.670050859451294,0
471.2177429199219,2,7,5,-850.4404296875,1277.0325927734375,171.17578125,97.47980499267578,465.38836669921875,143.2591552734375,3.178384780883789,0
488.7967834472656,2,7,5,-417.0737609863281,2031.2000732421875,351.7390441894531,110.82300567626953,351.7390441894531,110.82300567626953,0.42978882789611816,0
546.6597290039062,2,5,3,-123.45270538330078,1315.5748291015625,129.27847290039062,91.40018463134766,402.2630310058594,91.40018463134766,1.4042922258377075,0
516.3178100585938,2,7,5,165.20140075683594,1552.882080078125,153.9580841064453,106.87406921386719,263.5124816894531,106.87406921386719,0.9877577424049377,0
515.2001342773438,2,4,2,149.2223663330078,1566.00927734375,178.7082977294922,63.601287841796875,178.7082977294922,301.1302795410156,2.6043789386749268,0
413.71392822265625,2,8,6,-374.789794921875,2011.3076171875,311.386962890625,92.82784271240234,311.386962890625,257.6971435546875,3.5824122428894043,0
935.828125,3,8,5,-163.09213256835938,2222.838134765625,110.9656753540039,211.8353729248047,301.5614318847656,384.01422119140625,0.9330864548683167,0
