met,njets,nbjets,nnonbjets,top1mass,sumet,antikt8m0,antikt8m1,antikt12m0,antikt12m1,drbb,is_signal
553.919189453125,2,5,3,-720.8632202148438,969.1968383789062,85.01687622070312,92.02173614501953,186.26673889160156,92.02173614501953,1.4331202507019043,1
614.5205078125,2,7,5,-1148.8985595703125,1534.8258056640625,199.3470458984375,178.52110290527344,199.3470458984375,178.52110290527344,1.8593356609344482,1
726.9740600585938,2,7,5,-398.624755859375,1615.2252197265625,190.9459991455078,99.92005157470703,362.0983581542969,99.92005157470703,1.2508013248443604,1
818.0405883789062,2,7,5,-190.39097595214844,1476.10693359375,137.42593383789062,146.73814392089844,228.0338134765625,215.03482055664062,3.167649745941162,1
633.2288818359375,2,6,4,138.86766052246094,1156.7967529296875,154.53253173828125,71.00755310058594,154.53253173828125,189.90782165527344,1.243494987487793,1
520.0791625976562,2,8,6,166.7302703857422,1623.8062744140625,185.9172821044922,184.49029541015625,185.9172821044922,320.2979431152344,2.2340824604034424,1
615.09765625,2,8,6,-249.98899841308594,1586.9259033203125,215.79844665527344,206.1071319580078,215.79844665527344,375.23358154296875,2.253875494003296,1
746.91552734375,2,7,5,-465.5475158691406,2073.184814453125,84.3157958984375,159.90478515625,243.6295623779297,159.90478515625,2.4490182399749756,1
717.1567993164062,2,5,3,90.1257095336914,1195.13671875,171.09739685058594,76.14177703857422,171.09739685058594,76.14177703857422,1.0383418798446655,1
713.3397216796875,2,6,4,-275.8323974609375,1617.392578125,183.04013061523438,149.5814666748047,183.04013061523438,303.5555725097656,2.863011121749878,1
575.6421508789062,2,6,4,-288.721923828125,1469.1654052734375,185.50924682617188,192.3066864013672,185.50924682617188,192.3066864013672,2.2153944969177246,1
441.0394592285156,2,6,4,-28.035097122192383,1049.2288818359375,124.3214111328125,156.44610595703125,124.3214111328125,156.44610595703125,2.687357187271118,1
847.9774780273438,2,7,5,26.970863342285156,1363.08154296875,207.22406005859375,77.99535369873047,207.22406005859375,77.99535369873047,1.3319954872131348,1
694.5686645507812,2,5,3,-587.8231811523438,1207.0264892578125,69.69771575927734,155.38426208496094,176.70318603515625,155.38426208496094,1.8811378479003906,1
627.6593017578125,2,7,5,84.85770416259766,991.7916259765625,105.96794891357422,86.338134765625,406.1822509765625,0.0,0.9134181141853333,1
586.5918579101562,2,9,7,-169.41737365722656,1827.274169921875,151.90623474121094,168.19735717773438,250.39913940429688,151.90623474121094,3.0705044269561768,1
514.9639282226562,2,6,4,-563.147705078125,1802.7723388671875,250.51919555664062,121.35506439208984,250.51919555664062,121.35506439208984,2.858515739440918,1
854.260986328125,2,6,4,-384.86138916015625,1183.1734619140625,180.79689025878906,113.89769744873047,180.79689025878906,113.89769744873047,1.326789140701294,1
933.4564208984375,2,7,5,-464.52166748046875,1552.062744140625,186.1842041015625,85.32969665527344,186.1842041015625,142.6677703857422,2.009082794189453,1
449.1391906738281,2,8,6,-569.7659912109375,1799.310791015625,116.47307586669922,104.05370330810547,193.40057373046875,104.05370330810547,2.328205108642578,1
584.4768676757812,3,6,3,-266.78936767578125,1245.026611328125,155.36959838867188,86.82768249511719,155.36959838867188,164.31887817382812,2.585761070251465,1
647.8995361328125,2,7,5,166.56520080566406,1025.6837158203125,159.15882873535156,63.8486328125,159.15882873535156,146.06552124023438,1.0270246267318726,1
542.7417602539062,3,8,5,-603.7288818359375,1584.0341796875,163.414794921875,175.13194274902344,163.414794921875,175.13194274902344,2.676654815673828,1
603.6744995117188,2,8,6,-215.0457305908203,1453.661865234375,78.12873077392578,76.9293212890625,353.7304992675781,170.42874145507812,1.1914446353912354,1
663.0164184570312,2,4,2,-313.2970886230469,1404.6549072265625,81.7161865234375,69.93279266357422,295.5841979980469,81.7161865234375,1.7577852010726929,1
484.7552795410156,2,8,6,165.2986297607422,1088.1282958984375,174.33042907714844,135.7240447998047,174.33042907714844,254.47088623046875,2.5306472778320312,1
639.3790283203125,2,8,6,-215.14208984375,1391.50634765625,120.9655990600586,101.11637115478516,209.01071166992188,101.11637115478516,2.7655913829803467,1
542.73583984375,2,4,2,-788.2500610351562,1441.677734375,174.80149841308594,176.04281616210938,174.80149841308594,176.04281616210938,3.11082124710083,1
656.42138671875,3,9,6,161.0943145751953,1037.7764892578125,113.07195281982422,76.09415435791016,288.2068176269531,0.0,1.5334128141403198,1
759.3655395507812,2,6,4,-821.4276123046875,1129.97119140625,157.33485412597656,93.84675598144531,354.16339111328125,86.49236297607422,0.8026645183563232,1
725.2821655273438,2,6,4,-251.98683166503906,966.9267578125,80.90283966064453,93.45751953125,143.42762756347656,93.45751953125,1.9257709980010986,1
839.2378540039062,3,10,7,-146.11697387695312,1357.0469970703125,174.16639709472656,90.13798522949219,329.2933044433594,94.0509262084961,0.603216826915741,1
434.4683532714844,2,7,5,-277.07110595703125,1828.70458984375,152.9605255126953,89.5479965209961,152.9605255126953,89.5479965209961,1.7138675451278687,1
725.624267578125,2,5,3,166.54544067382812,1861.8216552734375,137.975341796875,195.6069793701172,434.7491455078125,137.975341796875,2.6275713443756104,1
631.7976684570312,2,7,5,169.6964111328125,1674.2911376953125,151.5726318359375,137.70492553710938,151.5726318359375,222.54359436035156,1.7566721439361572,1
765.7537841796875,2,10,8,-212.30029296875,1555.240478515625,92.45989227294922,166.55453491210938,327.1716613769531,120.16419982910156,2.1941885948181152,1
508.3373107910156,2,6,4,-56.745662689208984,1645.4935302734375,203.0860595703125,165.48150634765625,203.0860595703125,165.48150634765625,2.951563596725464,1
495.8436584472656,2,7,5,159.37648010253906,1371.330810546875,184.1455078125,79.72523498535156,184.1455078125,183.58949279785156,2.632258653640747,1
514.1014404296875,2,7,5,-377.16082763671875,1307.93701171875,141.97361755371094,139.54652404785156,141.97361755371094,171.6219024658203,1.4376636743545532,1
878.2172241210938,3,10,7,170.85948181152344,2015.5693359375,382.6363830566406,72.74431610107422,382.6363830566406,169.47291564941406,1.9450627565383911,1
462.6404724121094,2,8,6,81.70832824707031,1340.5552978515625,153.9103240966797,170.06271362304688,153.9103240966797,170.06271362304688,2.4037108421325684,1
435.40924072265625,2,7,5,165.40623474121094,1010.2874145507812,112.34315490722656,87.91870880126953,161.10183715820312,161.44602966308594,2.0861473083496094,1
445.9566955566406,2,8,6,-191.48953247070312,1286.4464111328125,160.42437744140625,154.1271514892578,160.42437744140625,154.1271514892578,2.258077621459961,1
590.153076171875,2,10,8,172.4980010986328,1320.5489501953125,170.44688415527344,87.16063690185547,232.44541931152344,203.27711486816406,1.5895140171051025,1
677.7719116210938,2,6,4,-371.2464294433594,950.3905639648438,166.63766479492188,78.86893463134766,166.63766479492188,178.1554718017578,1.5462770462036133,1
733.6422119140625,2,5,3,-163.3116912841797,1708.99267578125,180.02310180664062,177.7110595703125,180.02310180664062,177.7110595703125,0.5526362061500549,1
791.1954345703125,2,9,7,-231.7860565185547,1307.07373046875,187.91708374023438,81.25485229492188,345.733154296875,81.25485229492188,1.9107850790023804,1
448.37322998046875,2,5,3,-791.109130859375,1888.76171875,187.12261962890625,169.51675415039062,187.12261962890625,169.51675415039062,2.757936716079712,1
693.0262451171875,2,10,8,-263.13043212890625,1384.7232666015625,170.2657470703125,140.52517700195312,170.2657470703125,140.52517700195312,2.5718414783477783,1
728.2998046875,2,7,5,169.41354370117188,1405.3321533203125,150.55686950683594,165.56796264648438,267.54742431640625,131.5281219482422,1.827804684638977,1
435.4808349609375,2,5,3,-168.20449829101562,1225.5228271484375,123.33700561523438,92.26061248779297,323.6586608886719,123.33700561523438,2.2899036407470703,1
598.3753662109375,2,7,5,145.96630859375,1457.6243896484375,86.2640380859375,88.1191635131836,154.41293334960938,180.8389892578125,2.061995506286621,1
689.7890014648438,2,9,7,-74.0119400024414,1735.5096435546875,184.63885498046875,60.89408874511719,184.63885498046875,223.4644317626953,1.617627739906311,1
541.7599487304688,2,7,5,-38.37964630126953,1608.866455078125,237.25177001953125,104.7750473022461,237.25177001953125,104.7750473022461,2.64462947845459,1
630.5278930664062,2,4,2,-245.5818634033203,1455.98974609375,173.82716369628906,62.929683685302734,173.82716369628906,177.76373291015625,2.2283780574798584,1
797.9986572265625,2,9,7,-272.919189453125,1154.117431640625,124.01484680175781,79.95825958251953,491.8196105957031,104.4615249633789,0.7948219776153564,1
1004.6082153320312,2,7,5,-742.7866821289062,1389.2012939453125,149.86669921875,80.96566009521484,149.86669921875,80.96566009521484,2.411428213119507,1
436.23419189453125,2,10,8,-186.81491088867188,1302.5982666015625,92.8183822631836,153.5566864013672,160.3292999267578,290.8802795410156,1.5334868431091309,1
636.281005859375,2,7,5,-136.325439453125,1266.792724609375,194.2173309326172,98.22821044921875,194.2173309326172,247.8346405029297,2.9047274589538574,1
447.5502014160156,2,8,6,-252.9151611328125,1376.8662109375,187.52333068847656,168.7939910888672,187.52333068847656,168.7939910888672,2.3460748195648193,1
512.2727661132812,2,6,4,-432.0363464355469,1560.5565185546875,228.28704833984375,183.26205444335938,228.28704833984375,183.26205444335938,2.595639228820801,1
426.22552490234375,2,9,7,-694.7359619140625,1301.6016845703125,95.8924331665039,89.9383544921875,437.7555236816406,89.9383544921875,0.9179005026817322,1
859.0394897460938,2,8,6,-303.8330993652344,1692.794189453125,138.9693145751953,137.790771484375,138.9693145751953,318.86834716796875,2.7483928203582764,1
669.95751953125,2,9,7,-132.66615295410156,1364.9952392578125,200.1463165283203,95.36814880371094,386.2703857421875,161.79824829101562,1.8207355737686157,1
675.6820678710938,2,5,3,120.29737091064453,1185.0570068359375,162.446044921875,136.07472229003906,162.446044921875,136.07472229003906,1.8908318281173706,1
958.047119140625,2,5,3,-174.9226531982422,1785.7642822265625,175.0159149169922,146.31829833984375,175.0159149169922,146.31829833984375,2.1508896350860596,1
461.7057189941406,2,6,4,-1399.0946044921875,1575.895751953125,174.3883056640625,112.08558654785156,190.45266723632812,174.3883056640625,2.131603240966797,1
970.2014770507812,2,5,3,-79.9619369506836,1652.4498291015625,128.18165588378906,90.32047271728516,128.18165588378906,188.99696350097656,1.3882075548171997,1
523.7173461914062,2,7,5,171.65106201171875,1269.608154296875,79.95913696289062,75.90702819824219,365.841796875,13.680904388427734,0.8125789165496826,1
435.53533935546875,2,9,7,-712.415771484375,1650.101806640625,153.40821838378906,112.86139678955078,365.1829528808594,112.86139678955078,1.618777871131897,1
959.15771484375,2,5,3,-196.57534790039062,1160.7984619140625,164.4306182861328,143.43470764160156,281.6200256347656,94.52458190917969,1.2399972677230835,1
