cut,W,Z,top,ttV,single top,total background,signal,significance
0,3561.43866366148,3478.299379348755,11357.671107411385,1355.610319036059,3156.418341577053,22909.437672138214,0.1614802721887827,-0.09983185232698305
100,3561.43866366148,3478.299379348755,11357.671107411385,1355.610319036059,3156.418341577053,22909.437672138214,0.1614802721887827,-0.09983185232698305
200,3561.43866366148,3478.299379348755,11357.671107411385,1355.610319036059,3156.418341577053,22909.437672138214,0.1614802721887827,-0.09983185232698305
300,3561.43866366148,3478.299379348755,11357.671107411385,1355.610319036059,3156.418341577053,22909.437672138214,0.1614802721887827,-0.09983185232698305
400,3561.43866366148,3478.299379348755,11357.671107411385,1355.610319036059,3156.418341577053,22909.437672138214,0.1614802721887827,-0.09983185232698305
500,3561.43866366148,3478.299379348755,11356.502927422523,1355.610319036059,3155.616611599922,22907.467762231827,0.1614802721887827,-0.09983184827501454
600,3553.363848865032,3451.1022398471832,11341.308237195015,1353.3679981706664,3151.610402703285,22850.752586603165,0.1614802721887827,-0.09983173174975539
700,3535.6822144389153,3371.2128450870514,11248.982984662056,1332.6481428621337,3125.9631468057632,22614.489189386368,0.1614802721887827,-0.0998312399542398
800,3445.6098172068596,3241.1630671024323,11060.82056248188,1291.8216352937743,3058.266209244728,22097.681144952774,0.1614802721887827,-0.09983012770720932
900,3283.8464581370354,3079.1507074832916,10576.965459942818,1203.3664427278563,2947.8896909952164,21091.218590021133,0.1614802721887827,-0.09982780540444679
1000,3043.1184155344963,2813.844089746475,9744.814092755318,1089.6477995393798,2785.2394148111343,19476.66365838051,0.1614802721887827,-0.09982357987025424
1100,2717.802650153637,2576.8358805179596,8594.818304181099,897.4144850252196,2552.060139298439,17338.93123650551,0.12766030244529247,-0.09982980486924518
1200,2384.0488964915276,2224.709553003311,7228.568853497505,727.8223753450438,2270.0266157388687,14835.176231622696,0.12766030244529247,-0.09982154813754697
1300,2068.0923382639885,1875.1109354496002,5937.115606427193,557.1169538972899,1963.9532514810562,12401.389000177383,0.09384033270180225,-0.09982854450911306
1400,1798.5987469553947,1581.501987695694,4843.169866681099,433.7555761812255,1659.9807173013687,10317.006798028946,0.07481991313397884,-0.09983073476299995
1500,1500.1089093089104,1304.132145166397,3929.2624875307083,333.15743546467274,1374.2401777505875,8440.901085138321,0.05747013911604881,-0.099833830478773
1600,1237.7513653635979,1097.9683573246002,3169.576391339302,263.71958069782704,1142.67438185215,6911.690147638321,0.05747013911604881,-0.09982398452384855
1700,1090.5978695750237,911.9520990848541,2547.7877255678177,217.11142258625478,987.0218549966812,5754.471031427383,0.05747013911604881,-0.09981310792500384
1800,885.7036435008049,750.6238749027252,2061.585683941841,159.628443765454,792.1454893350601,4649.687156915665,0.03987591154873371,-0.09982295212823253
1900,737.3173596262932,610.1347391605377,1681.7242642641068,121.56181626301259,660.9216085672379,3811.6598131656647,0.03987591154873371,-0.09981102539474328
2000,638.4027783274651,487.0065996646881,1373.1921445131302,106.63832651358098,520.770386338234,3126.010215997696,0.03987591154873371,-0.09979669006090346
2100,549.2036892771721,402.3897249698639,1127.7570630311966,71.83201395254582,440.5058561563492,2591.6883471012115,0.020291458815336227,-0.09983060653336248
2200,433.2416378855705,345.17192482948303,910.3748914003372,40.09317384939641,340.74712812900543,2069.6287462711334,0.020291458815336227,-0.09981968419670043
2300,353.1053082346916,290.3141596317291,746.7556210756302,30.003396856598556,285.6514860391617,1705.8299639225006,0.020291458815336227,-0.09980865930588123
2400,272.94696778059006,235.8927938938141,613.5253087282181,31.56477020960301,233.98534643650055,1387.9151842594147,0.020291458815336227,-0.09979511286628234
2500,208.729573905468,197.90831303596497,500.1569768190384,28.144029724411666,199.74155390262604,1134.6804430484772,0.0,-0.09989740765140329
2600,180.75355690717697,156.20705914497375,424.19302570819855,21.50490866880864,149.08774721622467,931.7462999820709,0.0,-0.0999061243142203
2700,139.5957219004631,129.50395607948303,335.3870145082474,16.1406217366457,113.81942141056061,734.4467394351959,0.0,-0.09992218487688037
2800,103.50804299116135,110.33409523963928,261.75446903705597,14.461495280265808,93.78591120243073,583.8440172672272,0.0,-0.099946395801087
2900,83.87940663099289,87.998211145401,222.02284824848175,5.849321484565735,84.52296298742294,484.27275109291077,0.0,-0.09997558583013583
3000,74.51619094610214,73.82223391532898,181.1269942522049,3.8474514484405518,73.3025090098381,406.61538338661194,0.0,-0.10001385236908326
3100,66.28145760297775,62.30907940864563,144.9011069536209,4.6414995193481445,62.084629237651825,340.21777749061584,0.0,-0.10006798154193242
3200,39.13651245832443,52.966991901397705,119.19769966602325,2.1977345943450928,55.67556518316269,269.17450737953186,0.0,-0.10017187468455153
3300,32.83418935537338,45.38438177108765,105.1784816980362,0.4543803334236145,45.257748782634735,229.1091845035553,0.0,-0.10027332640092478
