1000,1,8.591131909507379
1000,200,6.39321309536727
1000,400,4.489964461121017
1000,600,0.4974026115271892
1000,800,-0.11353944516964527
1200,1,4.178144711982666
1200,200,4.134274870760968
1200,400,2.1317912878956076
1200,600,0.7202508305015329
1200,800,-0.034277402533977826
1200,1000,-0.11353944516964527
1400,1,2.760065630618487
1400,200,2.6222124522829446
1400,400,2.1295428955543976
1400,600,1.1873746596806334
1400,800,0.13670823699678253
1400,1000,-0.11353944516964527
1400,1200,-0.11353944516964527
1600,1,1.1369701691441572
1600,200,1.058010336744742
1600,400,1.1570519619471953
1600,600,0.6875402742393533
1600,800,0.42939564824564536
1600,1000,0.057326872688752105
1600,1200,-0.11353944516964527
1600,1400,-0.11353944516964527
1800,1,0.43753116633247596
1800,200,0.4162179730668454
1800,400,0.44361924834491034
1800,600,0.3528401886188475
1800,800,0.28203827114205177
1800,1000,0.03729377554058609
1800,1200,-0.058843461838508374
1800,1400,-0.0974422454841855
1800,1600,-0.11353944516964527
2000,1,0.1334136185420037
2000,200,0.07068887154001592
2000,400,0.08783152248883867
2000,600,0.07651586163545905
2000,800,0.11215519049574073
2000,1000,0.04643572005405809
2000,1200,0.012227026451892714
2000,1400,-0.09346744190245114
2000,1600,-0.10785844299166168
2000,1800,-0.11353944516964527
1000,1,8.591131909507379
1000,200,6.39321309536727
1000,400,4.489964461121017
1000,600,0.4974026115271892
1000,800,-0.11353944516964527
1200,1,4.178144711982666
1200,200,4.134274870760968
1200,400,2.1317912878956076
1200,600,0.7202508305015329
1200,800,-0.034277402533977826
1200,1000,-0.11353944516964527
1400,1,2.760065630618487
1400,200,2.6222124522829446
1400,400,2.1295428955543976
1400,600,1.1873746596806334
1400,800,0.13670823699678253
1400,1000,-0.11353944516964527
1400,1200,-0.11353944516964527
1600,1,1.1369701691441572
1600,200,1.058010336744742
1600,400,1.1570519619471953
1600,600,0.6875402742393533
1600,800,0.42939564824564536
1600,1000,0.057326872688752105
1600,1200,-0.11353944516964527
1600,1400,-0.11353944516964527
1800,1,0.43753116633247596
1800,200,0.4162179730668454
1800,400,0.44361924834491034
1800,600,0.3528401886188475
1800,800,0.28203827114205177
1800,1000,0.03729377554058609
1800,1200,-0.058843461838508374
1800,1400,-0.0974422454841855
1800,1600,-0.11353944516964527
2000,1,0.1334136185420037
2000,200,0.07068887154001592
2000,400,0.08783152248883867
2000,600,0.07651586163545905
2000,800,0.11215519049574073
2000,1000,0.04643572005405809
2000,1200,0.012227026451892714
2000,1400,-0.09346744190245114
2000,1600,-0.10785844299166168
2000,1800,-0.11353944516964527
1000,1,8.591131909507379,4.305834856196487e-18
